"","Squad","Comp","Player","Nation","Pos","Mins_Per_90","Touches_Touches","Def.Pen_Touches","Def.3rd_Touches","Mid.3rd_Touches","Att.3rd_Touches","Att.Pen_Touches","Live_Touches","Att_Take","Succ_Take","Succ_percent_Take","Tkld_Take","Tkld_percent_Take","Carries_Carries","TotDist_Carries","PrgDist_Carries","PrgC_Carries","Final_Third_Carries","CPA_Carries","Mis_Carries","Dis_Carries","Rec_Receiving","PrgR_Receiving"
"217","Atlético Madrid","La Liga","Reinildo Mandava","MOZ","DF",69,76,85,84,80,50,44,76,62,46,12,68,74,74,67,73,68,65,80,60,54,74,57
"218","Atlético Madrid","La Liga","José María Giménez","URU","DF",84,86,97,96,79,26,66,86,39,46,80,42,46,82,72,74,37,30,28,35,16,86,16
"220","Atlético Madrid","La Liga","Memphis","NED","FW",16,16,6,7,15,38,63,16,41,37,27,50,80,16,14,16,23,18,65,52,54,20,44
"221","Atlético Madrid","La Liga","Nahuel Molina","ARG","DF",93,96,80,91,87,97,78,96,82,80,41,84,62,90,83,89,94,89,80,77,57,95,98
"222","Atlético Madrid","La Liga","Álvaro Morata","ESP","FW",70,47,57,35,49,74,95,48,78,80,55,76,43,48,49,48,73,64,90,92,82,57,82
"223","Atlético Madrid","La Liga","Saúl Ñíguez","ESP","MF,DF",42,48,63,57,53,55,64,48,47,66,93,29,12,39,37,35,42,42,59,60,33,49,60
"224","Atlético Madrid","La Liga","Jan Oblak","SVN","GK",86,58,99,95,2,2,6,58,8,18,100,10,10,51,51,56,6,13,42,4,8,42,5
"225","Atlético Madrid","La Liga","Sergio Reguilón","ESP","DF",14,16,21,22,18,29,30,16,26,32,80,22,16,16,21,27,46,45,65,20,22,17,46
"226","Atlético Madrid","La Liga","Stefan Savić","MNE","DF",69,76,90,90,78,20,24,76,26,37,92,10,10,78,75,84,58,30,42,13,27,79,24
"227","Atlético Madrid","La Liga","Axel Witsel","BEL","DF,MF",77,83,91,89,87,37,50,83,32,46,93,22,12,86,77,75,29,42,28,32,27,87,32
"228","Augsburg","Bundesliga","Maximilian Bauer","GER","DF",68,64,89,88,56,20,40,64,26,26,36,22,16,55,52,58,42,39,28,38,38,55,13
"229","Augsburg","Bundesliga","Julian Baumgartlinger","AUT","MF",26,26,47,42,31,23,17,26,22,18,12,29,74,23,17,17,11,18,28,30,27,22,16
"230","Augsburg","Bundesliga","Noah Joel Sarenren Bazee","NGA","MF,FW",2,1,6,2,2,4,10,1,13,18,65,22,74,1,2,2,6,13,28,9,8,1,9
"231","Augsburg","Bundesliga","Mergim Berisha","GER","FW",64,42,51,31,36,77,91,42,70,42,8,81,90,37,35,32,58,56,84,86,87,40,81
"232","Augsburg","Bundesliga","Daniel Caligiuri","ITA","DF,MF",17,20,36,34,21,27,22,20,41,42,49,42,38,16,16,19,31,30,42,23,33,14,27
"233","Augsburg","Bundesliga","Irvin Cardona","FRA","MF,FW",18,14,26,13,13,32,46,14,32,37,75,36,53,14,14,18,37,33,42,46,33,13,38
"234","Augsburg","Bundesliga","David Čolina","CRO","DF,FW",11,12,26,20,16,19,14,12,45,37,16,53,79,10,9,10,15,26,28,23,22,7,25
"235","Augsburg","Bundesliga","Ermedin Demirović","BIH","FW,MF",82,58,65,49,53,87,97,58,85,79,26,89,77,49,47,44,66,68,84,92,91,56,86
"236","Augsburg","Bundesliga","Niklas Dorsch","GER","MF",24,22,52,43,27,16,6,22,34,42,81,36,40,18,18,18,15,13,28,9,38,17,5
"237","Augsburg","Bundesliga","Dion Drena Beljo","CRO","FW",46,31,46,28,37,49,65,31,49,50,52,50,46,28,28,22,48,36,65,78,82,36,57
"238","Augsburg","Bundesliga","Arne Engels","BEL","MF",56,52,49,56,58,60,22,52,36,37,47,42,57,43,38,43,37,36,28,30,50,47,46
"239","Augsburg","Bundesliga","Ohis Felix Uduokhai","GER","DF",57,61,84,84,62,16,38,61,43,42,39,46,50,55,55,55,44,13,28,38,38,53,22
"240","Augsburg","Bundesliga","Raphael Framberger","GER","DF,FW",12,11,29,22,12,13,6,11,8,7,7,22,100,6,5,6,6,7,28,17,27,7,16
"242","Augsburg","Bundesliga","Jeffrey Gouweleeuw","NED","DF",93,91,96,97,81,41,57,91,55,68,86,50,28,85,84,86,54,50,28,68,47,83,30
"243","Augsburg","Bundesliga","Carlos Gruezo","ECU","MF",40,30,55,51,38,21,10,30,32,42,88,29,25,24,25,24,15,33,28,30,27,22,22
"244","Augsburg","Bundesliga","Robert Gumny","POL","DF",73,67,79,78,64,64,57,67,58,50,22,63,64,47,43,47,63,65,42,54,65,48,66
"245","Augsburg","Bundesliga","André Hahn","GER","FW,MF",20,17,40,25,18,30,27,17,29,18,8,42,92,12,10,11,20,30,28,46,16,13,30
"246","Augsburg","Bundesliga","Iago","BRA","DF,MF",61,62,76,71,60,69,61,62,76,72,33,81,74,47,51,52,67,50,69,70,57,46,61
"247","Augsburg","Bundesliga","Fredrik Jensen","FIN","FW,MF",39,34,50,35,33,57,70,34,43,37,22,57,92,31,26,23,20,42,52,65,78,32,67
"249","Augsburg","Bundesliga","Arne Maier","GER","MF",72,58,51,57,58,77,73,58,75,74,43,78,60,51,52,51,72,56,89,83,86,53,74
"251","Augsburg","Bundesliga","Florian Niederlechner","GER","FW,MF",39,28,38,26,29,51,74,28,56,42,12,68,88,23,17,15,11,30,42,52,59,26,62
"253","Augsburg","Bundesliga","Mads Pedersen","DEN","DF,MF",68,61,76,73,57,70,40,61,77,76,44,83,79,47,55,55,75,77,69,79,67,44,62
"254","Augsburg","Bundesliga","Ricardo Pepi","USA","FW",8,6,10,7,9,10,14,6,26,32,80,29,46,5,6,7,15,18,42,20,8,5,19
"255","Augsburg","Bundesliga","Lukas Petkov","GER","MF,FW",10,8,16,13,10,12,27,8,22,18,12,36,94,5,5,2,11,7,28,26,27,6,13
"256","Augsburg","Bundesliga","Elvis Rexhbeçaj","GER","MF",87,72,80,77,78,59,30,72,55,46,17,60,63,60,58,64,48,56,28,80,65,62,42
"257","Augsburg","Bundesliga","Ruben Vargas","SUI","MF,FW",46,41,52,42,38,66,69,41,82,81,47,84,62,38,50,48,72,69,59,74,57,38,70
"258","Augsburg","Bundesliga","Renato Veiga","POR","DF",29,34,72,62,33,25,27,34,49,60,86,42,21,30,31,33,42,23,59,30,33,27,24
"260","Augsburg","Bundesliga","Kelvin Yeboah","ITA","FW,MF",19,16,16,14,15,37,56,16,67,72,69,63,37,15,19,23,46,33,72,48,57,14,46
"262","Auxerre","Ligue 1","Matthis Abline","FRA","FW",34,20,16,10,23,40,74,20,59,63,65,65,74,23,27,23,44,30,75,86,74,22,60
"263","Auxerre","Ligue 1","Mathias Autret","FRA","MF,FW",51,51,52,49,57,66,59,51,63,60,36,73,82,59,60,49,58,50,59,56,33,52,66
"264","Auxerre","Ligue 1","Dénys Bain","FRA","DF",9,9,41,27,10,2,6,9,8,18,100,10,10,10,12,13,6,7,28,4,8,9,5
"265","Auxerre","Ligue 1","Quentin Bernard","FRA","DF",29,38,59,55,43,37,14,38,22,18,12,22,21,43,41,41,23,56,28,13,16,37,35
"267","Auxerre","Ligue 1","Ousmane Camara","GUI","FW,MF",3,2,6,1,2,7,10,2,8,7,7,10,10,2,4,4,15,18,28,4,8,1,9
"268","Auxerre","Ligue 1","Gaëtan Charbonnier","FRA","FW,MF",16,14,21,10,19,23,42,14,22,26,65,22,21,17,16,13,15,23,28,32,43,16,39
"269","Auxerre","Ligue 1","Alexandre Coeff","FRA","DF",27,35,74,64,34,18,10,35,13,7,7,29,100,42,43,43,20,26,28,17,27,37,29
"270","Auxerre","Ligue 1","Nuno da Costa","CPV","FW,MF",72,51,48,40,53,76,89,51,97,96,40,97,53,56,68,52,71,60,89,99,95,53,87
"271","Auxerre","Ligue 1","Benoît Costil","FRA","GK",65,47,99,90,2,2,6,47,8,18,100,10,10,48,47,50,6,7,28,4,8,33,5
"273","Auxerre","Ligue 1","Siriki Dembélé","CIV","MF",18,15,6,18,15,33,30,15,64,74,80,57,27,19,26,24,37,39,65,40,70,16,48
"274","Auxerre","Ligue 1","Rémy Dugimont","FRA","FW,MF",9,10,21,12,10,23,19,10,8,7,7,22,100,12,13,12,15,18,28,13,16,11,33
"275","Auxerre","Ligue 1","Gauthier Hein","FRA","MF,FW",67,61,40,49,66,81,84,61,83,79,31,89,84,74,84,79,90,83,94,80,84,66,89
"276","Auxerre","Ligue 1","Julian Jeanvier","GUI","DF",66,65,91,87,63,14,38,65,18,26,86,22,34,72,70,71,23,26,28,32,22,63,24
"277","Auxerre","Ligue 1","Paul Joly","FRA","DF",37,54,71,70,53,57,19,54,67,68,51,57,25,59,65,66,56,75,42,35,62,50,61
"278","Auxerre","Ligue 1","Jubal","BRA","DF",98,89,97,96,83,29,66,89,32,26,15,29,25,90,89,86,29,47,28,61,33,82,9
"279","Auxerre","Ligue 1","Donovan Léon","GUF","GK",12,11,79,41,0,2,6,11,8,18,100,10,10,11,12,13,6,7,28,4,8,7,5
"280","Auxerre","Ligue 1","Youssouf M'Changama","COM","MF",44,46,47,53,53,52,44,46,60,60,44,65,64,53,50,44,53,47,42,56,54,47,53
"281","Auxerre","Ligue 1","Han-Noah Massengo","FRA","MF",43,42,33,45,54,46,48,42,73,70,36,73,46,50,55,52,54,68,69,58,47,44,48
"282","Auxerre","Ligue 1","Gideon Mensah","GHA","DF",77,87,81,85,87,80,32,87,86,86,45,88,63,90,95,91,87,95,42,85,65,80,83
"283","Auxerre","Ligue 1","M'Baye Niang","SEN","FW",56,41,57,29,46,61,86,41,77,57,10,87,90,44,47,36,53,62,84,96,80,46,76
"285","Auxerre","Ligue 1","Brayann Pereira","FRA","DF",12,13,33,26,13,19,10,13,45,46,51,46,42,14,13,13,23,18,42,26,8,12,27
"286","Auxerre","Ligue 1","Gaëtan Perrin","FRA","MF,FW",52,46,43,44,47,68,71,45,95,98,82,90,29,56,71,72,86,82,87,89,95,48,74
"287","Auxerre","Ligue 1","Ionuț Radu","ROU","GK",56,45,98,88,2,2,6,45,8,18,100,10,10,51,50,62,6,7,28,9,8,32,5
"288","Auxerre","Ligue 1","Rayan Raveloson","MAD","DF,MF",81,79,88,82,79,69,73,79,63,54,17,65,55,83,86,85,74,85,72,85,72,72,65
"289","Auxerre","Ligue 1","Kays Ruiz","MAR","MF",6,6,6,14,9,4,10,6,8,18,100,10,10,7,7,7,11,7,42,13,16,6,13
"290","Auxerre","Ligue 1","Hamza Sakhi","MAR","MF",61,68,46,56,76,78,64,68,64,70,70,50,18,80,84,76,81,84,59,60,65,73,73
"291","Auxerre","Ligue 1","Lassine Sinayoko","MLI","MF,FW",59,54,55,49,53,79,88,54,87,87,47,86,49,63,75,71,83,80,92,84,91,55,90
"292","Auxerre","Ligue 1","Birama Touré","MLI","MF",99,91,83,84,97,61,42,91,60,63,53,57,35,94,90,79,39,65,42,83,70,88,46
"293","Auxerre","Ligue 1","Souleymane Touré","FRA","DF",58,59,89,82,61,26,46,59,54,54,47,53,43,68,71,73,42,36,28,30,22,60,24
"294","Auxerre","Ligue 1","Akim Zedadka","ALG","DF",60,59,77,71,60,63,53,59,73,57,13,83,89,61,67,60,65,58,65,70,74,50,70
"295","Barcelona","La Liga","Ángel Alarcón","ESP","MF,FW",3,1,10,2,1,6,10,1,8,7,7,10,10,1,1,2,6,7,28,4,16,2,13
"296","Barcelona","La Liga","Jordi Alba","ESP","DF",56,85,61,71,85,91,74,85,34,37,65,42,74,86,75,78,81,75,72,30,47,89,92
"297","Barcelona","La Liga","Marcos Alonso","ESP","DF",44,67,84,79,76,36,34,67,13,26,100,10,10,73,79,86,63,39,28,32,16,74,22
"298","Barcelona","La Liga","Ronald Araújo","URU","DF",67,81,86,84,90,36,65,81,47,60,88,36,17,86,90,95,69,52,42,35,43,86,32
"300","Barcelona","La Liga","Alejandro Balde","ESP","DF",86,93,64,80,89,97,90,93,96,97,66,94,41,95,96,97,97,98,97,85,84,94,98
"301","Barcelona","La Liga","Héctor Bellerín","ESP","DF",10,12,10,14,15,22,22,12,22,32,91,22,21,11,11,14,15,23,42,9,8,12,24
"302","Barcelona","La Liga","Sergio Busquets","ESP","MF",81,96,74,78,99,82,42,96,51,63,87,36,14,95,85,85,66,81,42,58,62,97,52
"303","Barcelona","La Liga","Andreas Christensen","DEN","DF",65,86,88,90,92,27,40,86,13,7,7,29,100,92,89,92,54,56,28,38,16,91,22
"304","Barcelona","La Liga","Ousmane Dembélé","FRA","FW",54,66,13,21,50,98,95,66,97,97,48,97,55,76,90,92,99,99,99,71,74,77,97
"305","Barcelona","La Liga","Ansu Fati","ESP","FW",54,55,33,33,46,89,97,55,80,81,53,81,59,62,63,62,85,76,97,79,89,65,94
"306","Barcelona","La Liga","Eric García","ESP","DF,MF",53,78,83,85,84,36,22,78,22,26,65,29,74,83,79,85,64,67,28,32,22,84,22
"307","Barcelona","La Liga","Aleix Garrido","ESP","FW",1,1,6,5,0,4,10,1,8,7,7,22,100,1,1,3,6,7,28,4,8,1,5
"308","Barcelona","La Liga","Gavi","ESP","MF,FW",86,83,55,54,86,94,89,83,88,87,40,88,50,87,86,84,83,97,78,93,91,89,91
"309","Barcelona","La Liga","Frenkie de Jong","NED","MF",85,98,66,77,99,95,79,98,88,93,77,81,34,99,99,100,97,100,80,65,81,99,75
"310","Barcelona","La Liga","Franck Kessié","CIV","MF",38,39,51,43,48,46,57,39,52,54,52,50,36,42,39,35,46,47,42,60,54,44,52
"311","Barcelona","La Liga","Jules Koundé","FRA","DF",81,96,87,90,96,79,78,96,64,70,70,60,35,97,94,97,85,91,69,65,74,97,67
"312","Barcelona","La Liga","Robert Lewandowski","POL","FW",92,69,44,26,61,97,100,69,86,90,68,86,50,77,72,59,84,85,93,99,98,83,98
"313","Barcelona","La Liga","Memphis","NED","FW",9,10,6,6,10,29,40,10,32,32,43,36,53,11,9,9,15,18,59,30,33,12,40
"314","Barcelona","La Liga","Pedri","ESP","MF",72,87,38,56,93,93,84,87,88,93,77,84,39,94,95,94,92,99,87,77,90,94,81
"316","Barcelona","La Liga","Gerard Piqué","ESP","DF",20,35,63,50,49,7,22,35,8,18,100,10,10,39,45,56,20,18,28,13,16,39,9
"317","Barcelona","La Liga","Raphinha","BRA","FW",73,85,43,39,72,100,97,85,96,95,38,98,74,87,88,88,98,97,99,92,84,89,100
"319","Barcelona","La Liga","Sergi Roberto","ESP","DF,MF",49,64,57,57,71,74,65,64,45,42,31,42,27,69,61,71,84,80,72,26,27,71,68
"321","Barcelona","La Liga","Pablo Torre","ESP","FW,MF",9,12,16,11,14,25,10,12,22,26,65,29,74,12,10,13,20,30,28,23,16,13,33
"322","Barcelona","La Liga","Ferrán Torres","ESP","FW,MF",52,52,33,34,42,87,92,52,90,90,47,87,39,56,58,56,81,82,94,87,81,61,94
"323","Barcelona","La Liga","Lamine Yamal","ESP","FW",1,2,6,1,1,9,10,2,13,7,7,29,100,2,1,2,6,13,28,4,8,2,13
"325","Bayern Munich","Bundesliga","João Cancelo","POR","DF,FW",42,65,58,64,70,74,73,65,90,93,67,88,46,69,73,76,86,71,92,60,54,69,78
"326","Bayern Munich","Bundesliga","Kingsley Coman","FRA","FW,MF",55,65,30,38,54,95,93,65,96,97,65,93,37,75,83,85,98,92,98,89,79,76,99
"327","Bayern Munich","Bundesliga","Alphonso Davies","CAN","DF",74,91,70,81,91,93,91,91,99,99,65,99,43,94,97,98,99,97,97,90,87,92,93
"328","Bayern Munich","Bundesliga","Serge Gnabry","GER","FW,MF",71,71,26,49,67,93,98,71,89,89,45,91,62,76,79,76,94,92,98,90,86,79,97
"329","Bayern Munich","Bundesliga","Leon Goretzka","GER","MF",65,75,72,71,82,76,76,75,52,57,68,50,36,70,65,72,81,80,72,60,59,77,67
"330","Bayern Munich","Bundesliga","Ryan Gravenberch","NED","MF",27,38,36,36,46,52,36,38,55,63,76,50,28,41,42,41,42,62,42,61,65,42,51
"331","Bayern Munich","Bundesliga","Lucas Hernández","FRA","DF",24,34,48,55,41,19,14,34,18,18,22,22,34,38,33,39,20,23,28,9,8,38,19
"332","Bayern Munich","Bundesliga","Arijon Ibrahimović","GER","MF",2,2,6,4,3,4,14,2,8,7,7,10,10,1,0,1,6,13,28,4,8,2,13
"333","Bayern Munich","Bundesliga","Joshua Kimmich","GER","MF",93,100,87,89,100,99,53,100,63,68,67,57,28,99,99,94,81,79,65,70,86,100,64
"334","Bayern Munich","Bundesliga","Matthijs de Ligt","NED","DF",84,98,94,97,97,48,74,98,22,7,7,42,100,98,96,96,53,50,28,40,27,98,35
"335","Bayern Munich","Bundesliga","Sadio Mané","SEN","FW,MF",56,46,30,26,40,82,97,46,85,85,49,87,63,51,57,59,90,73,97,92,67,53,93
"336","Bayern Munich","Bundesliga","Eric Maxim Choupo-Moting","CMR","FW",46,34,24,14,34,61,88,33,68,80,87,50,16,36,28,20,42,30,75,77,72,39,74
"337","Bayern Munich","Bundesliga","Noussair Mazraoui","MAR","DF",44,63,54,67,65,72,63,63,65,77,86,50,17,64,58,64,78,73,78,40,38,68,75
"338","Bayern Munich","Bundesliga","Thomas Müller","GER","FW,MF",63,66,46,42,61,92,96,66,54,57,65,60,74,64,48,51,73,71,84,89,79,75,95
"339","Bayern Munich","Bundesliga","Jamal Musiala","GER","MF,FW",78,80,47,53,80,95,98,80,99,100,65,99,49,88,91,88,97,96,97,98,100,88,96
"341","Bayern Munich","Bundesliga","Benjamin Pavard","FRA","DF",84,99,91,97,98,78,79,99,29,7,7,22,14,98,96,97,77,67,52,40,22,99,69
"342","Bayern Munich","Bundesliga","Marcel Sabitzer","AUT","MF",29,42,33,41,53,49,32,42,18,18,22,29,92,42,36,35,31,39,28,26,27,44,40
"343","Bayern Munich","Bundesliga","Leroy Sané","GER","MF,FW",73,80,33,46,77,97,94,80,99,100,71,99,48,86,92,86,95,98,96,94,99,89,96
"345","Bayern Munich","Bundesliga","Yann Sommer","SUI","GK",65,54,99,93,5,2,6,54,13,26,100,10,10,60,54,57,6,7,28,4,16,55,5
"346","Bayern Munich","Bundesliga","Josip Stanišić","CRO","DF",27,50,57,62,58,45,22,50,36,42,72,29,17,54,49,55,44,56,42,30,27,55,53
"347","Bayern Munich","Bundesliga","Mathys Tel","FRA","FW",21,22,19,10,23,48,72,22,69,60,22,79,88,26,28,27,44,36,72,67,59,26,66
"349","Bayern Munich","Bundesliga","Dayot Upamecano","FRA","DF",82,99,95,99,98,39,50,99,49,60,86,46,34,99,99,99,71,76,52,58,57,99,25
"351","Bayern Munich","Bundesliga","Paul Wanner","GER","MF",3,2,10,4,3,4,14,2,13,26,100,10,10,3,3,3,11,13,42,4,33,3,19
"352","Betis","La Liga","Abner","BRA","DF",28,35,53,50,37,44,36,35,39,32,16,53,93,31,26,31,34,36,65,38,33,30,46
"353","Betis","La Liga","Paul Akouokou","CIV","MF,DF",22,22,60,44,26,11,10,22,26,32,80,29,46,20,14,11,11,18,28,23,8,21,9
"355","Betis","La Liga","Sergio Canales","ESP","FW,MF",81,86,38,57,83,98,82,86,85,88,65,81,37,88,91,90,95,97,69,92,95,91,90
"356","Betis","La Liga","William Carvalho","POR","MF",82,93,63,70,98,81,72,93,83,89,76,78,34,94,89,86,82,87,75,65,87,97,62
"357","Betis","La Liga","Juan Cruz","ESP","FW",11,8,6,7,8,19,30,8,32,32,43,36,53,9,11,15,31,26,59,17,22,8,35
"359","Betis","La Liga","Nabil Fekir","FRA","MF",40,46,13,25,44,77,76,45,80,76,31,81,53,50,53,53,81,75,87,79,81,54,73
"360","Betis","La Liga","Luiz Felipe","ITA","DF",66,70,93,89,70,14,27,70,36,42,72,42,57,65,58,56,11,13,28,35,8,67,5
"362","Betis","La Liga","Édgar González","ESP","DF",64,67,91,88,64,17,48,67,22,26,65,10,10,63,51,53,31,30,42,26,16,67,13
"363","Betis","La Liga","Roberto González","ESP","FW,MF",5,5,6,1,9,10,10,5,13,7,7,22,74,5,5,4,11,13,42,9,8,6,9
"364","Betis","La Liga","Andrés Guardado","MEX","MF",53,64,60,69,76,50,24,64,36,37,47,42,57,63,58,58,46,56,28,54,43,66,34
"365","Betis","La Liga","Luiz Henrique","BRA","FW",67,59,44,56,57,82,85,59,98,98,48,98,47,63,76,69,90,87,94,93,99,62,89
"366","Betis","La Liga","Borja Iglesias","ESP","FW",80,52,44,25,55,81,96,52,70,63,25,73,58,53,48,39,58,50,92,97,94,63,90
"367","Betis","La Liga","Joaquín","ESP","MF,FW",22,29,24,22,28,56,46,29,41,42,49,46,59,31,33,38,60,56,72,46,38,32,54
"368","Betis","La Liga","Willian José","BRA","FW",32,29,41,30,32,47,46,29,32,26,15,42,84,26,23,19,29,42,52,54,57,31,47
"369","Betis","La Liga","Juanmi","ESP","FW",39,30,26,31,35,46,70,30,70,66,31,75,65,30,32,30,39,58,65,60,62,32,54
"370","Betis","La Liga","Juan Miranda","ESP","DF",54,61,75,68,59,72,67,61,49,50,52,53,61,52,48,52,63,65,28,54,50,55,75
"371","Betis","La Liga","Martín Montoya","ESP","DF",22,27,50,43,32,26,22,27,26,26,36,36,88,24,20,23,29,18,28,30,33,24,33
"372","Betis","La Liga","Álex Moreno","ESP","DF",53,59,73,70,57,65,71,59,78,70,24,83,77,50,57,65,85,84,85,73,43,51,73
"374","Betis","La Liga","Ayoze Pérez","ESP","FW,MF",51,43,24,38,42,71,88,43,92,95,70,89,43,47,55,59,84,82,92,82,85,47,79
"375","Betis","La Liga","Germán Pezzella","ARG","DF",84,85,93,95,81,23,50,85,32,37,75,29,25,82,70,71,31,42,42,43,16,84,16
"376","Betis","La Liga","Rodrigo","ESP","FW,MF",60,65,24,48,66,87,82,65,90,89,44,91,60,75,77,73,89,83,92,80,79,76,83
"377","Betis","La Liga","Guido Rodríguez","ARG","MF",93,94,87,88,97,64,50,94,73,83,81,57,17,88,74,70,42,52,59,54,80,92,39
"378","Betis","La Liga","Aitor Ruibal","ESP","DF,FW",55,66,66,73,66,71,56,66,90,93,66,91,62,62,61,72,77,75,75,65,65,61,69
"380","Betis","La Liga","Youssouf Sabaly","SEN","DF",62,71,80,78,70,71,46,71,76,79,65,68,28,66,63,70,78,83,59,68,81,66,67
"381","Betis","La Liga","Rui Silva","POR","GK",81,61,99,96,3,2,6,62,8,18,100,10,10,55,53,59,6,7,28,4,8,43,5
"382","Bochum","Bundesliga","Christopher Antwi-Adjei","GHA","FW,MF",72,64,26,44,51,95,86,64,94,91,31,95,66,60,74,65,92,92,92,99,91,59,98
"383","Bochum","Bundesliga","Takuma Asano","JPN","FW,MF",65,43,36,34,39,73,91,43,73,68,28,76,59,45,53,48,72,64,90,95,90,46,86
"384","Bochum","Bundesliga","Moritz Broschinski","GER","FW,MF",14,11,21,11,12,23,48,11,18,7,7,29,92,11,10,10,31,7,69,46,38,10,38
"385","Bochum","Bundesliga","Philipp Förster","GER","MF",51,50,36,39,56,71,57,50,56,46,16,70,90,42,43,43,56,62,59,65,70,46,60
"386","Bochum","Bundesliga","Cristian Gamboa","CRC","DF",57,57,74,71,60,50,14,57,47,46,43,50,53,45,40,41,39,42,42,38,33,48,43
"387","Bochum","Bundesliga","Silvère Ganvoula M'Boussy","CGO","FW,MF",15,14,16,6,14,33,50,14,32,32,43,42,84,11,10,8,26,18,72,30,16,16,40
"389","Bochum","Bundesliga","Dominique Heintz","GER","DF",35,33,70,60,37,15,19,33,22,37,100,10,10,29,27,27,20,30,28,4,33,27,13
"390","Bochum","Bundesliga","Philipp Hofmann","GER","FW",89,64,73,40,69,86,96,64,58,57,43,63,64,50,34,24,31,39,59,90,94,72,86
"391","Bochum","Bundesliga","Gerrit Holtmann","PHI","FW,MF",40,35,13,27,30,66,73,35,78,74,32,85,82,34,47,46,77,68,78,76,72,35,76
"393","Bochum","Bundesliga","Saidy Janko","GAM","DF",46,45,73,62,51,41,10,45,60,70,80,46,17,34,42,44,63,68,42,56,57,34,47
"394","Bochum","Bundesliga","Pierre Kunde","CMR","MF,FW",20,24,34,32,31,29,17,24,36,42,72,42,57,21,22,23,29,36,28,40,22,20,9
"395","Bochum","Bundesliga","Vassilis Lambropoulos","GRE","DF",29,28,70,58,29,12,40,28,8,7,7,10,10,21,19,19,11,13,28,20,16,20,5
"396","Bochum","Bundesliga","Anthony Losilla","FRA","MF",91,76,83,77,83,65,74,76,56,57,48,63,74,51,43,38,46,54,42,67,57,59,57
"397","Bochum","Bundesliga","Erhan Mašović","SRB","DF,MF",77,68,88,87,67,31,64,68,26,26,36,36,88,60,51,48,23,13,28,38,27,58,22
"399","Bochum","Bundesliga","Ivan Ordets","UKR","DF",85,78,93,92,71,42,87,78,18,26,86,22,34,61,44,38,20,26,42,35,33,63,35
"400","Bochum","Bundesliga","Jordi Osei-Tutu","ENG","DF,FW",33,30,43,43,27,48,54,30,62,60,39,68,74,28,42,42,65,52,78,68,59,24,56
"401","Bochum","Bundesliga","Patrick Osterhage","GER","MF",42,38,60,51,43,42,38,38,47,42,25,53,74,34,31,27,29,47,42,54,62,33,45
"403","Bochum","Bundesliga","Keven Schlotterbeck","GER","DF",32,35,80,64,35,18,50,36,8,7,7,22,100,25,23,28,11,7,28,20,27,24,16
"404","Bochum","Bundesliga","Danilo Soares","BRA","DF",66,75,83,83,79,52,14,75,59,54,27,68,80,59,51,48,53,62,52,54,65,57,46
"405","Bochum","Bundesliga","Kostas Stafylidis","GRE","DF,MF",43,43,66,59,48,39,17,43,47,54,75,42,25,35,32,33,37,36,42,40,27,35,35
"406","Bochum","Bundesliga","Kevin Stöger","AUT","MF",89,93,59,69,95,94,72,93,84,83,41,83,47,84,79,78,81,87,59,86,93,89,81
"407","Bochum","Bundesliga","Simon Zoller","GER","FW",57,37,50,33,40,57,83,37,32,26,15,29,25,30,23,19,39,13,72,58,43,35,67
"408","Bologna","Serie A","Michel Aebischer","SUI","FW,MF",57,52,38,51,58,65,63,52,43,42,39,53,85,54,45,43,46,47,59,74,74,61,75
"409","Bologna","Serie A","Marko Arnautović","AUT","FW",57,44,38,26,51,67,83,44,64,68,65,65,51,44,40,32,46,50,72,83,76,52,84
"411","Bologna","Serie A","Musa Barrow","GAM","FW,MF",70,66,21,48,65,90,78,66,91,85,24,95,83,69,77,73,92,94,92,89,90,74,89
"412","Bologna","Serie A","Kevin Bonifazi","ITA","DF",35,52,86,79,53,13,19,52,29,37,86,29,34,55,58,63,20,23,28,32,38,57,5
"413","Bologna","Serie A","Andrea Cambiaso","ITA","DF",75,89,76,89,84,85,72,89,86,90,68,84,42,87,87,87,90,94,90,84,74,88,81
"414","Bologna","Serie A","Lorenzo De Silvestri","ITA","DF",30,38,54,57,42,37,27,38,22,26,65,22,21,37,37,44,56,50,28,26,38,36,38
"415","Bologna","Serie A","Nicolás Domínguez","ARG","MF",80,88,68,72,94,85,71,88,75,84,81,68,29,84,75,72,78,87,69,90,80,90,76
"416","Bologna","Serie A","Lewis Ferguson","SCO","MF,FW",80,82,65,68,86,85,87,82,63,57,26,68,64,80,69,63,71,85,75,78,72,89,85
