"","Squad_1","Squad_2","Comp_1","Comp_2","Player","Mins_Per_90","CrdY","CrdR","X2CrdY","Fls","Fld","Off","Crs","Int","TklW","PKwon","PKcon","OG","Recov","Won_Aerial","Lost_Aerial","Won_percent_Aerial"
"1295","Wolfsburg","Torino","Bundesliga","Serie A","Josip Brekalo",31.8,1.6,0,0,23.2,16.4,14.6,17.2,-14.4,-7.6,0,0,0,29,30.6,33.2,9.6
"1296","Torino","Fiorentina","Serie A","Serie A","Josip Brekalo",-64,0,0,0,-43,-40,-40,-42,-15,-17,0,0,0,-62,-54,-48,-22
"1297","M'Gladbach","Norwich City","Bundesliga","Premier League","Josip Drmić",10.5,-9,11,0,6,5,25.5,5.5,4,11,0,0,0,16.5,18.5,35.5,-15.5
"1298","Wolfsburg","Bordeaux","Bundesliga","Ligue 1","Josuha Guilavogui",-4.66666666666666,-4.83333333333333,-3.66666666666667,-2,-6.5,9,-22.3333333333333,8.83333333333334,1.83333333333333,-2.16666666666667,0,-8,-1.66666666666667,4.33333333333333,-30.1666666666667,-21.6666666666667,-19.6666666666667
"1299","Leganés","Osasuna","La Liga","La Liga","José Arnaiz",21,16,0,0,17,31,31,4,12,8,0,0,0,14.5,23,36,-26
"1300","Napoli","Fiorentina","Serie A","Serie A","José Callejón",-46.8333333333333,-31.3333333333333,0,0,-34.1666666666667,-36,-33.8333333333333,-18.3333333333333,-33,-27.3333333333333,-3.33333333333333,2.33333333333333,0,-35.5,-9.16666666666666,-26,18.8333333333333
"1301","West Ham","Lille","Premier League","Ligue 1","José Fonte",60,61.8,2.2,0,43.4,19.6,3.6,8.2,25.6,28,2,-1.59999999999999,2,56.8,30.4,22.8,25
"1302","Levante","Villarreal","La Liga","La Liga","José Luis Morales",-42.2,-27.6,-2.2,-1.2,-41.8,-34,-2.59999999999999,-34.4,-26.8,-23.4,-7,0,0,-47.6,-13.6,-21.4,2
"1303","Eibar","Osasuna","La Liga","La Liga","José Ángel",-30.25,-24.75,11,0,-18.25,-21.5,-9,-14,-28.75,-23,0,-7,0,-26.5,-33.5,-38.75,6
"1304","Aston Villa","Alavés","Premier League","La Liga","Jota",34,61,11,6,30,9,27,46,19,43,0,0,0,34,14,18,-5
"1305","Alavés","Valladolid","La Liga","La Liga","Jota",-22,-43,-11,-6,-30,16,-9,-15,-9,-33,0,0,0,-22,-9,-5,-8
"1306","Inter","Valencia","Serie A","La Liga","João Cancelo",-59,-54,0,0,-60,-58,-33,-55,-61,-69,0,0,0,-71,-46,-43,41
"1307","Valencia","Juventus","La Liga","Serie A","João Cancelo",62,66,0,0,60,57,0,51,36,67,10,14,0,74,53,71,-67
"1308","Juventus","Manchester City","Serie A","Premier League","João Cancelo",-1.25,-8.75,5.5,0,-13.5,-13,22.75,-7.25,20.25,2.25,-10,-9.75,0,-4.75,10.25,-10.5,30.5
"1309","Manchester City","Bayern Munich","Premier League","Bundesliga","João Cancelo",-26.75,-13.25,-5.5,0,-30.5,-4,10.25,-10.75,-20.25,-26.25,0,-4.25,0,-16.25,-17.25,-24.5,6.5
"1310","Atlético Madrid","Chelsea","La Liga","Premier League","João Félix",-10.5,-41.25,8.25,-1.5,-10,-7.25,3.75,6.75,-21.25,10.75,-5,0,0,-13.25,-33.75,-16,-31
"1311","Monaco","Wolves","Ligue 1","Premier League","João Moutinho",-3.59999999999999,-9.40000000000001,2.2,1.2,-0.799999999999997,-8.40000000000001,-7.8,0,-1.40000000000001,0,0,8.40000000000001,0,-3.59999999999999,-13.6,1.40000000000001,-26.6
"1312","Wolves","Spezia","Premier League","Serie A","João Moutinho",-82.4,-56.6,-2.2,-1.2,-77.2,-63.6,-10.2,-58,-74.6,-77,0,-8.40000000000001,0,-80.4,-51.4,-54.4,-26.4
"1313","West Ham","Inter","Premier League","Serie A","João Mário",-6.5,16,0,0,-11,-6,13.5,-9,-9,-5,5,0,0,-9,-10.5,-36,17.5
"1314","Cagliari","Watford","Serie A","Premier League","João Pedro",-56,-55.2,-4.40000000000001,-1.2,-63.6,-52.1,-23.2,-16.5,-13,-14.3,-8.59999999999999,-2.8,0,-34.6,-35.3,-37.8,-1.7
"1315","Bayern Munich","Paris S-G","Bundesliga","Ligue 1","Juan Bernat",8.8,23.8,2.2,0,19,-6,-6,-9.6,-4.2,-6.2,2,0,0,12.4,-11.6,-7.6,-5.4
"1316","Huesca","Girona","La Liga","La Liga","Juan Carlos",20,0,0,0,-40,-30,0,-18,0,-16,0,0,0,9,-10,-11,24
"1317","Tottenham","Villarreal","Premier League","La Liga","Juan Foyth",40,35,-1.83333333333333,2,45.8333333333333,29,0,17.8333333333333,33.6666666666667,43,0,5.5,0,39.8333333333333,34.8333333333333,26,0.666666666666671
"1318","Roma","Napoli","Serie A","Serie A","Juan Jesus",10.5,-10,-2.75,0,3.25,-0.25,9,-1.5,1,8.25,0,-10.5,1.25,19.25,35.75,10.5,36.25
"1319","Schalke 04","Betis","Bundesliga","La Liga","Juan Miranda",15.3333333333333,6.66666666666666,3.66666666666667,0,13,0.333333333333329,-12,8.33333333333333,19,7,0,-9.33333333333333,-5,16.6666666666667,19.6666666666667,12.3333333333333,18
"1320","Udinese","Atalanta","Serie A","Serie A","Juan Musso",-11.1666666666667,-26.3333333333333,5.5,0,-2.83333333333333,-5.16666666666667,0,0,-5.33333333333333,4,0,-8.33333333333333,2.5,-16.3333333333333,-15.8333333333333,-2.33333333333333,2
"1321","Sevilla","Leganés","La Liga","La Liga","Juan Soriano",21,0,-11,-6,6,0,0,0,-8,0,0,14,0,0,-5,0,0
"1322","La Coruña","Atlético Madrid","La Liga","La Liga","Juanfran",-40.5,13,0,0,-1,-39.5,18.5,-17.5,-24.5,-18.5,0,-7,0,-25.5,-40.5,-37.5,-21
"1323","Atlético Madrid","Leganés","La Liga","La Liga","Juanfran",-0.5,-57,0,0,-36,20.5,-36.5,13.5,-4.5,-21.5,0,-7,0,-11.5,19.5,16.5,11
"1324","Betis","Valladolid","La Liga","La Liga","Juanjo Narváez",-7,0,0,0,-10,-18,18,-21,-35,-20,0,0,0,-19,5,3,7
"1325","Real Sociedad","Betis","La Liga","La Liga","Juanmi",-17.25,-13.75,-2.75,-1.5,-18.75,-35,-8.5,-17.75,-27.25,-8.25,-7.5,-7,0,-12,-7.5,-11.75,13.5
"1326","Málaga","Huesca","La Liga","La Liga","Juanpi",2,14,0,0,24,0,27,2,0,-7,10,0,0,10,22,-9,32
"1327","Bordeaux","Sevilla","Ligue 1","La Liga","Jules Koundé",9,14.6666666666667,4,0,4.66666666666666,14,11,30.3333333333333,1.83333333333333,-17.5,3.33333333333333,1.83333333333333,0,2.66666666666667,9.66666666666667,3.16666666666667,20.6666666666667
"1328","Sevilla","Barcelona","La Liga","La Liga","Jules Koundé",-8,-18.6666666666667,-4,0,7.33333333333334,-19,7,12.6666666666667,-10.3333333333333,14,-3.33333333333333,-10.3333333333333,5,-0.666666666666671,-12.6666666666667,-31.6666666666667,6.33333333333333
"1329","Leverkusen","Augsburg","Bundesliga","Bundesliga","Julian Baumgartlinger",-18.4,-15.2,0,0,-25.6,-14.8,-3.6,-0.799999999999997,-24.4,-37.6,-2,0,0,-22.2,-17.8,-7.6,-23.2
"1330","Leverkusen","Dortmund","Bundesliga","Bundesliga","Julian Brandt",-12,19,0,0,-7,-4.5,4.75,-10,2,6.5,-5,0,0,-8.5,-18.75,-11,-14
"1331","Sampdoria","Spezia","Serie A","Serie A","Julian Chabot",35,36.5,5.5,6,44,43,0,9.5,33,44.5,0,14,0,29,30,39.5,0
"1332","Spezia","Köln","Serie A","Bundesliga","Julian Chabot",-21.5,-45,-11,-6,-30.5,-31.5,13.5,-4,-28,-37.5,0,-14,0,-13.5,-21.5,-15.5,-14.5
"1333","Union Berlin","Dortmund","Bundesliga","Bundesliga","Julian Ryerson",13.75,-3,0,0,8.25,19,9,10.5,-6,6.25,0,0,0,13.25,8.25,-19.5,43.75
"1334","Hertha BSC","Augsburg","Bundesliga","Bundesliga","Julian Schieber",5,18,0,0,-2,-3,13.5,3.5,4,2.5,0,0,0,4,-4,30.5,-87
"1335","Dortmund","M'Gladbach","Bundesliga","Bundesliga","Julian Weigl",12.6666666666667,15.3333333333333,0,0,6.33333333333334,15,0,-14,1.33333333333333,-6,0,-5.66666666666667,0,10.6666666666667,-2,-4,0.333333333333329
"1336","Dijon","Paris S-G","Ligue 1","Ligue 1","Junior Dina Ebimbe",-56,-29,0,0,-51,-60,-27,-40,-34,-50,0,0,0,-65,-47,-60,28
"1337","Paris S-G","Eint Frankfurt","Ligue 1","Bundesliga","Junior Dina Ebimbe",24,22,0,0,9,21,27,19,28,40,0,0,0,41,56,46,6
"1338","Betis","Barcelona","La Liga","La Liga","Junior Firpo",-28,-15.5,0,0,-7,-22,11.5,-22,-22,-34,-5,0,0,-32.5,-36.5,-27,-3.5
"1339","Barcelona","Leeds United","La Liga","Premier League","Junior Firpo",28,24.5,5.5,0,18.5,1.5,-21,18.5,25.5,43.5,5,7,2.5,36.5,31,26.5,-4
"1340","Crotone","Milan","Serie A","Serie A","Junior Messias",-43.5,-28,0,0,-18,-25.5,-14.5,-19,-32,-23,-10,7,0,-30,-8,-14.5,14
"1341","Montpellier","Salernitana","Ligue 1","Serie A","Junior Sambia",-22.2,-1,-4.40000000000001,-1.2,-20.2,-16.4,-24.2,-10.6,-16.4,-21.6,-2,-2.8,-1,-24.8,-8.6,-20.6,13.8
"1342","Parma","Watford","Serie A","Premier League","Juraj Kucka",0,-3.66666666666667,3.66666666666667,4,-1,3,-1,-4,3.66666666666667,8.33333333333333,-3.33333333333333,14,5,13,-5.33333333333333,-5,-2.66666666666667
"1343","Hoffenheim","Greuther Fürth","Bundesliga","Bundesliga","Justin Hoogma",8,18,0,0,16,0,0,0,9,12,0,0,0,2,28,-5,74
"1344","Roma","RB Leipzig","Serie A","Bundesliga","Justin Kluivert",-19.5,-17,-5.5,-3,-28,-20.5,21.5,-9,-4.5,-51,0,0,0,-17.5,-7.5,-5,-5.5
"1345","RB Leipzig","Nice","Bundesliga","Ligue 1","Justin Kluivert",32,34,11,0,41,25,-4,28,22,30,0,14,0,38,21,-5,45
"1346","Nice","Valencia","Ligue 1","La Liga","Justin Kluivert",-14,-12,-11,0,-19,-14,5,-11,-16,13,10,-14,0,-14,-15,20,-49
"1347","Lyon","Rennes","Ligue 1","Ligue 1","Jérémy Morel",-2,-22,0,0,-21.5,7,-9,39,-14.5,-19.5,0,1.5,-2.5,3,1,11,-14
"1348","Rennes","Lorient","Ligue 1","Ligue 1","Jérémy Morel",-10,-23,0,0,3,-19.5,0,-23,2.5,12,0,-17,0,-11,-17,-24.5,8.5
"1349","Southampton","Lille","Premier League","Ligue 1","Jérémy Pied",3.75,12.5,0,0,12.25,5.75,4.5,9.5,-11.25,-8,0,4.25,0,5,14.5,21.75,-46.5
"1350","Bayern Munich","Lyon","Bundesliga","Ligue 1","Jérôme Boateng",-26.75,-16.75,-2.75,0,-27,-25,-4.5,-22.25,-25.75,-27.25,0,-4.25,0,-35.25,-31,-24.75,2.25
"1351","Werder Bremen","Freiburg","Bundesliga","Bundesliga","Jérôme Gondorf",-5.5,-23,0,0,-14,-29,-28.5,-13.5,-0.5,6,0,0,0,-1.5,-8,-11,14.5
"1352","Montpellier","Wolfsburg","Ligue 1","Bundesliga","Jérôme Roussillon",-12,1.8,0,0,3.6,-18.2,-24.6,-19.8,-0.399999999999999,-25.8,0,0,0,-12.8,0.799999999999997,-3.2,12.6
"1353","Wolfsburg","Union Berlin","Bundesliga","Bundesliga","Jérôme Roussillon",-16,-1.8,0,0,1.4,-8.8,-15.4,3.8,-26.6,-10.2,0,0,0,-12.2,-14.8,-7.8,-22.6
"1354","Lille","Celta Vigo","Ligue 1","La Liga","Júnior Alonso",-64,-12,0,0,-57,-25,18,9,-59,-41,0,0,-5,-64,-36,-57,3
"1355","Brighton","Hoffenheim","Premier League","Bundesliga","Jürgen Locadia",2,12,0,0,0.666666666666668,10.3333333333333,15,0.666666666666664,-15.3333333333333,7,0,0,0,-8.33333333333333,3.66666666666666,-11.6666666666667,12
"1356","Hoffenheim","Bochum","Bundesliga","Bundesliga","Jürgen Locadia",-3,-18,0,0,8,3,-3,-22,8,-9,0,0,0,3,0,7,-13
"1357","Düsseldorf","Sassuolo","Bundesliga","Serie A","Kaan Ayhan",-48,-43.6666666666667,3.66666666666667,0,-45.8333333333333,-35.1666666666667,-24,-25.6666666666667,-41.6666666666667,-38.8333333333333,0,-10.8333333333333,0,-48.6666666666667,-39.5,-26,-33.3333333333333
"1358","Leverkusen","Chelsea","Bundesliga","Premier League","Kai Havertz",-14,5.66666666666667,0,0,13,-21,7.66666666666667,-13.3333333333333,-15,-17.3333333333333,4,0,0,-22.3333333333333,-6.66666666666667,-8.33333333333333,8
"1359","Napoli","Chelsea","Serie A","Premier League","Kalidou Koulibaly",-20,1.59999999999999,0,3.59999999999999,-17.4,-8.6,-7.2,2.4,-4,0.799999999999997,0,-5.59999999999999,-1,-15.2,-10.8,-12.8,-5
"1360","Leeds United","Manchester City","Premier League","Premier League","Kalvin Phillips",-53,-46.5,0,0,-50.5,-57,0,-58,-46.5,-56,0,0,0,-72,-38,-59,51
"1361","Rennes","Southampton","Ligue 1","Premier League","Kamaldeen Sulemana",9.5,-13,0,0,-6.5,6,1.5,1,6,5.5,0,0,0,1.5,1.5,24.5,-47
"1362","Monaco","Benevento","Ligue 1","Serie A","Kamil Glik",9.33333333333333,5.66666666666667,11,6,1.66666666666667,-8,-15,2.66666666666667,7,7,-3.33333333333333,-16,5,8.33333333333333,1.66666666666667,0,5.66666666666667
"1363","Hertha BSC","Sevilla","Bundesliga","La Liga","Karim Rekik",-26.6666666666667,-4,-3.66666666666667,0,3,-29.6666666666667,3,6,-30.3333333333333,-33.3333333333333,0,-17,0,-21.6666666666667,-19.3333333333333,-28.6666666666667,2.66666666666667
"1364","Angers","Villarreal","Ligue 1","La Liga","Karl Toko Ekambi",-37,-23.5,0,0,-28.5,-28,-5,-21,-19.5,-8.5,-6,7,0,-28.5,-12,-16,11
"1365","Villarreal","Lyon","La Liga","Ligue 1","Karl Toko Ekambi",4,4,0,0,-6,-6.5,-12.25,18.25,16.5,4.5,-3,-7,0,18.75,3.25,-13.25,18.75
"1366","Lyon","Rennes","Ligue 1","Ligue 1","Karl Toko Ekambi",-25,-34.5,0,0,-18.5,-18.5,6.25,-29.25,-9,-23,-3,0,0,-26.25,-5.25,-10.75,4.25
"1367","Huddersfield","West Brom","Premier League","Premier League","Karlan Grant",8,18,0,0,3,13,5,8,12,5,-10,0,0,-8,9,4,1
"1368","Sampdoria","Torino","Serie A","Serie A","Karol Linetty",-19.6666666666667,-12.3333333333333,0,0,-6.33333333333334,-20,6.33333333333333,-12,-20.6666666666667,-29.3333333333333,0,4.66666666666667,0,-21.6666666666667,-3,-20.3333333333333,13
"1369","Düsseldorf","Hoffenheim","Bundesliga","Bundesliga","Kasim Nuhu",-14.3333333333333,20.3333333333333,3.66666666666667,2,2.33333333333334,-21.6666666666667,0,8.33333333333333,-27.3333333333333,-6,0,9.33333333333333,1.66666666666667,-15.3333333333333,-5.66666666666666,-17.3333333333333,30.6666666666667
"1370","Nice","Hoffenheim","Ligue 1","Bundesliga","Kasper Dolberg",-42.6666666666667,-21.3333333333333,0,0,-47,-53.3333333333333,-12,-13.3333333333333,-32.6666666666667,4,0,0,0,-25.6666666666667,-22.3333333333333,-26.3333333333333,5.66666666666666
"1371","Hoffenheim","Sevilla","Bundesliga","La Liga","Kasper Dolberg",-8,0,0,0,-9,-7,-27,-7,0,-23,0,0,0,-4,-20,-12,-17
"1372","Leicester City","Nice","Premier League","Ligue 1","Kasper Schmeichel",-1.59999999999999,-30.4,0,0,0,-21.6,0,0,1,-2.4,0,0,-2,-9,-20.4,-7,5.59999999999999
"1373","Inter","Monaco","Serie A","Ligue 1","Keita Baldé",8.5,17,-5.5,-3,-2.5,-6.5,0,-13,2.5,2,5,0,0,3,37,39,15
"1374","Monaco","Sampdoria","Ligue 1","Serie A","Keita Baldé",1.5,5,5.5,-3,26.5,18.5,-8,-20,-21.5,-2,5,14,0,-13,1,9,-11
"1375","Sampdoria","Cagliari","Serie A","Serie A","Keita Baldé",1,-22,-11,0,-7,-5,9,0,23,-6,0,0,0,6,0,3,-2
"1376","Málaga","Valladolid","La Liga","La Liga","Keko",10,-12,0,0,-4,-10,8,14,2,-9,0,14,0,1,-9,35,-58
"1377","Toulouse","Spezia","Ligue 1","Serie A","Kelvin Amian",-0.166666666666671,16.1666666666667,2.33333333333333,3,8.83333333333333,-9.16666666666666,7,5.5,-3.66666666666667,3.16666666666667,0,-7,0,-7.5,3.5,-1.16666666666667,8.5
"1378","Genoa","Augsburg","Serie A","Bundesliga","Kelvin Yeboah",-16,-32,0,0,-36,-34,-26,-8,0,-10,-10,0,0,-11,-22,-25,-6
"1379","Udinese","Watford","Serie A","Premier League","Ken Sema",-48,-48,0,0,-34,-23,-28,-33,-23.5,-55,0,-14,0,-37.5,0.5,10.5,-14
"1380","Hannover 96","Düsseldorf","Bundesliga","Bundesliga","Kenan Karaman",8.5,-5,0,0,4.5,0.5,26.5,0,6,-17.5,5,0,0,-4,31,23,23.5
"1381","Düsseldorf","Schalke 04","Bundesliga","Bundesliga","Kenan Karaman",-5.5,5,0,0,-2.5,9.5,-0.5,10,5,3.5,-5,0,0,1,-3,-14,13.5
"1382","Mainz 05","Athletic Club","Bundesliga","La Liga","Kenan Kodro",-3,6,0,0,4.66666666666667,3.66666666666667,8,-2.66666666666667,-19,-4,3.33333333333333,0,0,0.666666666666666,-3.66666666666666,4.66666666666666,-28
"1383","Athletic Club","Valladolid","La Liga","La Liga","Kenan Kodro",12,12,0,0,9.33333333333333,12.3333333333333,1,-4.33333333333333,14,-2,6.66666666666667,0,0,1.33333333333333,32.6666666666667,43.3333333333333,-3
"1384","Newcastle Utd","Getafe","Premier League","La Liga","Kenedy",-19,14,0,0,-5,-27,-2,0,-18.5,-37.5,-5,0,0,-27.5,6.5,-14,17
"1385","Getafe","Granada","La Liga","La Liga","Kenedy",28,12,0,0,32,29,-18,11,24,22,0,14,0,22,14,23,-5
"1386","Granada","Chelsea","La Liga","Premier League","Kenedy",-51,-44,0,0,-76,-65,0,-61,-66,-34,0,-14,0,-50,-42,-47,-20
"1387","Chelsea","Valladolid","Premier League","La Liga","Kenedy",11,44,0,0,30,11,0,11,8,0,0,0,0,4,12,4,52
"1388","Strasbourg","Brest","Ligue 1","Ligue 1","Kenny Lala",-29.75,16.25,-2.75,-1.5,-11,-12,11.25,-8,-9.5,-8,0,9.75,0,-16.25,-23.25,-15,-21.25
"1389","Lyon","Fulham","Ligue 1","Premier League","Kenny Tete",22.3333333333333,31.3333333333333,0,0,27.3333333333333,18,-11.8333333333333,8,15.3333333333333,13.8333333333333,0,2.33333333333333,0,11.5,19.3333333333333,13.6666666666667,16
"1390","Athletic Club","Chelsea","La Liga","Premier League","Kepa Arrizabalaga",-14.25,-31.5,0,0,-6,-9.5,0,0,-10,5.75,0,-14,0,-10.25,2,-5.25,5.5
"1391","Hoffenheim","Leverkusen","Bundesliga","Bundesliga","Kerem Demirbay",3.75,0.5,2.75,1.5,-3.5,-2.5,-19.25,1.25,0.75,-10,0,0,0,4.25,-6.75,0.75,-14.5
"1392","Union Berlin","Freiburg","Bundesliga","Bundesliga","Keven Schlotterbeck",-40,-46,-11,0,-30.75,-49,-18,-5.25,-34.5,-43,0,3.5,1.25,-54,-41.25,-54.25,18
"1393","Freiburg","Bochum","Bundesliga","Bundesliga","Keven Schlotterbeck",4,24,0,0,7.75,8,18,16.25,3.5,7,0,10.5,-1.25,17,29.25,30.25,-11
"1394","Fiorentina","Genoa","Serie A","Serie A","Kevin Agudelo",26,61,11,6,43,35,18,37,21,43,0,14,0,20,17,11,19
"1395","Genoa","Spezia","Serie A","Serie A","Kevin Agudelo",27.6666666666667,-12,-7.33333333333333,-6,16,34,0,11.3333333333333,9.33333333333334,26.3333333333333,0,-14,0,32.3333333333333,35.6666666666667,37.3333333333333,13.3333333333333
"1396","Hannover 96","Hoffenheim","Bundesliga","Bundesliga","Kevin Akpoguma",32.3333333333333,7.5,0,0,33.5,42.5,12.1666666666667,27.6666666666667,13.1666666666667,37.1666666666667,0,-9.33333333333333,1.66666666666667,41.3333333333333,30.5,38.1666666666667,-14.8333333333333
"1397","Torino","SPAL","Serie A","Serie A","Kevin Bonifazi",44,32,5.5,0,30.5,22.5,9,21.5,39.5,20.5,0,8.5,0,55,46.5,29.5,9.5
"1398","SPAL","Udinese","Serie A","Serie A","Kevin Bonifazi",20,22,-5.5,0,20.5,13.5,-9,-3,7.5,11,0,8.5,0,9.5,3.5,12.5,0
"1399","Udinese","Bologna","Serie A","Serie A","Kevin Bonifazi",-41.5,-11,5.5,3,-34,-26.5,9,-6.5,-36,-19.5,0,-10,2.5,-31.5,-24,-14,-25.5
"1400","Augsburg","Southampton","Bundesliga","Premier League","Kevin Danso",-30,-6,11,6,-33.5,-42.5,0,7.5,-43.5,-27,0,0,-2.5,-30.5,-44,-35.5,-31.5
"1401","Southampton","Lens","Premier League","Ligue 1","Kevin Danso",77,40,0.5,-3,68.5,73.5,22.5,-18.5,62,47.5,10,8.5,0,79,59,33.5,59.5
"1402","Leverkusen","RB Leipzig","Bundesliga","Bundesliga","Kevin Kampl",58,52.5,0,0,68.5,41.1666666666667,20.6666666666667,42.3333333333333,65.5,54.3333333333333,0,4.66666666666667,0,71,36,32.6666666666667,29
"1403","Udinese","Hellas Verona","Serie A","Serie A","Kevin Lasagna",-20.25,-4.83333333333334,0,0,-9.16666666666667,-12.0833333333333,0.75,-16.8333333333333,-17.0833333333333,1.25,-2.41666666666667,0,0,-8,-13.1666666666667,-2.33333333333333,-7.5
"1404","Wolfsburg","Fulham","Bundesliga","Premier League","Kevin Mbabu",-47.6666666666667,-41.3333333333333,0,0,-59,-60,-9,-41,-47.3333333333333,-64.6666666666667,-3.33333333333333,-4.66666666666667,0,-61.3333333333333,-60.6666666666667,-37.3333333333333,-56.3333333333333
"1405","Everton","Fiorentina","Premier League","Serie A","Kevin Mirallas",40,14,0,0,41,58,37,46,23,14,0,0,0,41,25,32,-27
"1406","Werder Bremen","Union Berlin","Bundesliga","Bundesliga","Kevin Möhwald",-13.6666666666667,3.33333333333334,-3.66666666666667,-2,-14.6666666666667,-30.6666666666667,27,-4,-23.3333333333333,-21,0,-4.66666666666667,0,-13.6666666666667,-21,-6.66666666666667,-19.3333333333333
"1407","Freiburg","Brentford","Bundesliga","Premier League","Kevin Schade",8.5,16,0,0,2,-16,23.5,14,13.5,8,10,0,0,7.5,3,5,-3
"1408","Roma","Marseille","Serie A","Ligue 1","Kevin Strootman",3,30.3333333333333,0,0,14,-3,-3.5,0.833333333333336,7,13.8333333333333,0,4.66666666666667,0,10,16.1666666666667,15.8333333333333,-5.66666666666666
"1409","Marseille","Genoa","Ligue 1","Serie A","Kevin Strootman",5,12.6666666666667,0,0,5,15,3,33.6666666666667,17,-2.33333333333333,0,-4.66666666666667,0,9,-5.66666666666666,-10.3333333333333,-5.33333333333334
"1410","Genoa","Cagliari","Serie A","Serie A","Kevin Strootman",-21,-16,0,0,-34,-7,-18,-47,-25,-38,0,14,0,-25,-27,-21,-12
"1411","Düsseldorf","Mainz 05","Bundesliga","Bundesliga","Kevin Stöger",-38,-14,0,0,-45,-31.5,0,-11,-41.5,-41.5,0,0,0,-38,-9,-19,22
"1412","Mainz 05","Bochum","Bundesliga","Bundesliga","Kevin Stöger",62,0,0,0,49,40.5,-9,20,38.5,60.5,0,0,0,46.5,30,65,-27
"1413","Paris S-G","Eint Frankfurt","Ligue 1","Bundesliga","Kevin Trapp",69.4,25.2,0,0,0,11.2,0,0,9.2,1.2,0,0,0,34.2,22.6,0,0
"1414","Werder Bremen","Hoffenheim","Bundesliga","Bundesliga","Kevin Vogt",26.8333333333333,18.5,0,0,-0.166666666666664,10.5,-15,6.66666666666666,-8.83333333333333,7.16666666666666,0,10.3333333333333,0.833333333333329,20.5,-0.5,11.1666666666667,-13.6666666666667
"1415","Leverkusen","Monaco","Bundesliga","Ligue 1","Kevin Volland",-15.3333333333333,-4,0,0,0.666666666666657,-11.6666666666667,-4.66666666666667,-17,-6,-12.3333333333333,7,-4.66666666666667,1.66666666666667,-4,-5.66666666666667,-13.3333333333333,7.33333333333334
"1416","Stoke City","Hannover 96","Premier League","Bundesliga","Kevin Wimmer",11,0,0,0,0,-4,18,-6,8,0,0,0,0,7,11,-2,25
"1417","Eint Frankfurt","Barcelona","Bundesliga","La Liga","Kevin-Prince Boateng",-65,-36,0,0,-79,-56,-17,-45,-55,-54,0,-14,0,-74,-70,-69,-18
"1418","Barcelona","Sassuolo","La Liga","Serie A","Kevin-Prince Boateng",23,0,0,0,53,36,12,22,11,9,0,0,0,17,42,53,3
"1419","Sassuolo","Fiorentina","Serie A","Serie A","Kevin-Prince Boateng",-11,14,0,0,-29,-9,-8,0,-11,-14,0,0,0,-11,0,-2,2
"1420","Fiorentina","Hertha BSC","Serie A","Bundesliga","Kevin-Prince Boateng",-0.5,26,0,0,23,-15,-28,5.5,16,18.5,0,0,0,19,3,-27,41
"1421","Real Madrid","Paris S-G","La Liga","Ligue 1","Keylor Navas",12.8333333333333,-18,3.66666666666667,0,1,-5.83333333333333,0,0,-13.5,-3,0,-7,0,3.66666666666666,-5.66666666666667,2.33333333333333,-2.66666666666667
"1422","Paris S-G","Nott'ham Forest","Ligue 1","Premier League","Keylor Navas",-15.3333333333333,32,-3.66666666666667,0,-4,-7.66666666666667,0,0,8,0,0,0,0,-20.6666666666667,14.6666666666667,-2.33333333333333,2.66666666666667
"1423","Fiorentina","Sassuolo","Serie A","Serie A","Khouma Babacar",21.5,-18,0,0,33,13.5,-1.5,-9.5,5,1,-5,7,0,8.5,31,39.5,5
"1424","Sassuolo","Lecce","Serie A","Serie A","Khouma Babacar",9.5,54,0,0,17,19.5,0.5,-2.5,0,12,8,-7,0,11.5,15,12.5,2
"1425","Swansea City","Newcastle Utd","Premier League","Premier League","Ki Sung-yueng",-36.5,-16,0,0,-11.5,-21,-18,-22.5,-35,-35.5,0,0,0,-30.5,4,-34.5,65.5
"1426","Tottenham","Atlético Madrid","Premier League","La Liga","Kieran Trippier",-8.83333333333333,-8.33333333333334,0,0,3.33333333333333,-23.1666666666667,-2.16666666666667,-8.16666666666667,0.5,-9.5,0,4.66666666666667,-2.5,-17,-0.833333333333329,-12.1666666666667,12.6666666666667
"1427","Atlético Madrid","Newcastle Utd","La Liga","Premier League","Kieran Trippier",-3.66666666666667,13.8333333333333,0,0,-6.83333333333333,3.66666666666666,-13.3333333333333,-2.83333333333333,-1,-6.5,0,2.33333333333333,2.5,-5.5,-9.66666666666667,-6.83333333333334,3.83333333333333
"1428","Eibar","Osasuna","La Liga","La Liga","Kike",-18.75,9.75,-2.75,-1.5,-21,-6,-5.5,-8,-12.25,-12.25,11,0,0,-16.25,-8,-3.5,-1
"1429","Valladolid","Elche","La Liga","La Liga","Kike Pérez",-20,-27.3333333333333,0,0,-14,-34.6666666666667,-0.333333333333329,-5,-31.6666666666667,-22,-3.33333333333333,0,0,-18,-1.66666666666666,-19.6666666666667,24.3333333333333
"1430","Real Madrid","Leeds United","La Liga","Premier League","Kiko Casilla",-21,0,0,0,0,0,0,0,-14,0,0,0,0,-8,0,0,0
"1431","Leeds United","Elche","Premier League","La Liga","Kiko Casilla",32,44,0,0,0,6,0,0,8,0,0,0,0,12,5,0,0
"1432","Watford","Villarreal","Premier League","La Liga","Kiko Femenía",-27.75,-35.75,0,0,-19.25,-17.5,-26.25,-15.75,-18.75,-38,-2.5,-3.5,0,-30.5,-6.75,-20.75,32.25
